,trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id,month,day_of_week,hour_of_day,trip_duration,calculated_total_amount
9167,2.67,1,0,1,24.0,0.0,0.5,4.96,0.0,0.3,29.76,79,237,5,1,12,2041,41.43170699533678
9168,8.18,1,0,1,27.5,0.5,0.5,6.91,5.76,0.3,41.47,68,129,5,0,22,1984,41.588777824794505
9169,9.18,1,0,1,31.5,0.5,0.5,6.56,0.0,0.3,41.31,236,231,9,5,19,74,41.44185827437077
9170,12.39,1,0,1,34.5,0.0,0.5,8.21,5.76,0.3,49.27,138,220,6,6,10,1921,41.81109690864468
9171,7.31,1,0,1,25.5,0.0,0.5,0.0,0.0,0.3,26.3,186,42,2,6,15,2061,41.38236922766132
9172,12.48,1,0,1,38.0,0.5,0.5,13.52,5.76,0.3,58.58,138,164,11,5,2,81,42.04078350315783
9173,6.07,1,0,1,22.5,0.0,0.5,0.0,0.0,0.3,23.3,41,137,9,5,12,2727,41.67050609313927
9174,5.57,1,0,1,24.0,0.0,0.5,2.48,0.0,0.3,27.28,137,255,5,2,14,1658,41.42482232295173
9175,14.2,3,0,1,57.0,0.0,0.0,19.3,19.95,0.3,96.55,90,1,5,3,7,1986,42.01066406476829
9176,13.78,1,0,1,43.5,0.5,0.5,8.96,0.0,0.3,53.76,79,20,2,5,0,1878,41.92362640792213
9177,3.4,1,0,2,23.0,0.5,0.5,0.0,0.0,0.3,24.3,114,230,12,5,20,2531,39.49729925567666
9178,14.0,1,0,1,40.0,0.5,0.5,10.3,0.0,0.3,51.6,138,181,1,4,20,2254,41.89842946183674
9179,10.7,1,0,1,34.5,1.0,0.5,4.0,0.0,0.3,40.3,143,212,3,1,18,1738,41.587405574712264
9180,8.83,1,0,1,28.0,0.5,0.5,8.79,0.0,0.3,38.09,163,138,3,0,5,2406,41.76546523586669
9181,9.8,1,0,1,32.5,0.5,0.5,6.75,0.0,0.3,40.55,148,244,3,6,2,3310,41.90472307643464
9182,13.6,1,0,1,39.0,0.0,0.5,9.1,5.76,0.3,54.66,138,87,5,6,19,2316,41.73409253575417
9183,7.27,1,0,1,26.5,0.0,0.5,5.46,0.0,0.3,32.76,234,166,11,0,10,2289,41.45980895888637
9184,8.2,1,0,1,29.0,0.0,0.5,8.89,5.76,0.3,44.45,138,107,3,1,14,2913,41.526901801577935
9185,12.2,1,0,1,38.0,0.0,0.5,9.7,0.0,0.3,48.5,88,138,3,1,9,4499,41.82049414435758
9186,3.1,1,0,1,24.0,1.0,0.5,5.15,0.0,0.3,30.95,236,230,7,4,18,2566,41.52772266226535
9187,5.0,1,0,1,22.5,0.0,0.5,4.66,0.0,0.3,27.96,13,143,10,3,15,2294,41.765493124865856
9188,5.68,1,0,1,25.5,0.0,0.5,5.26,0.0,0.3,31.56,246,181,7,5,18,1447,41.451618719733
9189,9.6,1,0,1,30.5,0.0,0.5,0.0,0.0,0.3,31.3,244,107,3,5,13,2591,41.31456611461699
9190,13.1,1,0,1,48.0,0.0,0.5,12.2,0.0,0.3,61.0,132,25,4,1,10,2674,41.611606497442516
9191,6.3,1,0,1,25.0,0.0,0.5,5.15,0.0,0.3,30.95,236,244,6,3,15,1889,41.46270705072519
9192,8.09,1,0,1,24.0,0.0,0.5,6.11,5.76,0.3,36.67,82,74,2,2,7,1569,41.6217801875787
9193,31.0,5,1,2,166.5,0.0,0.0,0.0,0.0,0.3,166.8,142,265,10,4,10,3298,35.53946884590086
9194,6.0,1,0,1,22.5,0.5,0.5,4.75,0.0,0.3,28.55,249,41,3,6,1,3056,41.68523879341021
9195,14.23,1,0,1,39.5,0.0,0.5,0.0,5.76,0.3,46.06,158,194,12,5,9,998,41.4196438725024
9196,6.3,1,0,2,21.5,0.0,0.5,0.0,0.0,0.3,22.3,230,87,12,5,10,61,39.412536252185674
9197,11.67,1,0,1,40.0,0.0,0.5,9.31,5.76,0.3,55.87,161,138,2,3,12,1452,41.470943105366956
9198,6.05,1,0,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36,151,107,2,3,20,2043,41.6213298597916
9199,6.1,1,0,2,29.5,0.0,0.5,0.0,0.0,0.3,30.3,231,75,7,1,13,2303,39.04826843614575
9200,5.66,1,0,1,23.0,0.0,0.5,4.76,0.0,0.3,28.56,163,231,8,0,11,1564,41.48482469828163
9201,5.0,1,0,1,22.5,0.5,0.5,4.75,0.0,0.3,28.55,230,7,2,6,1,62,41.57087958158362
9202,11.54,1,0,1,39.0,0.0,0.5,9.11,5.76,0.3,54.67,48,138,8,4,11,1104,41.72615284940892
9203,7.89,1,0,1,24.0,0.0,0.5,6.11,5.76,0.3,36.67,138,170,11,1,17,1533,41.564851393673955
9204,10.79,1,0,2,30.5,0.0,0.5,0.0,5.76,0.3,37.06,138,213,7,0,12,2496,39.27094284594094
9205,9.6,1,0,1,29.0,0.0,0.5,7.1,5.76,0.3,42.66,138,234,3,1,14,2952,41.55182182689202
9206,6.9,1,0,1,26.0,0.5,0.5,5.45,0.0,0.3,32.75,249,7,11,2,22,2191,41.496054233047815
9207,9.7,1,0,1,29.0,0.5,0.5,6.55,2.64,0.3,39.49,48,220,8,3,23,1034,41.842830688122056
9208,6.1,1,0,1,29.5,1.0,0.5,4.7,0.0,0.3,36.0,50,168,10,2,16,2909,41.7530525282944
9209,9.6,1,0,1,28.0,0.0,0.5,6.9,5.76,0.3,41.46,164,138,5,6,12,1687,41.68919116605957
9210,8.75,1,0,1,27.5,0.5,0.5,5.76,0.0,0.3,34.56,138,37,8,0,22,2393,41.631191355519405
9211,7.6,1,0,1,26.5,1.0,0.5,5.66,0.0,0.3,33.96,236,13,1,0,19,4088,41.517885239656934
9212,8.06,1,0,1,25.5,0.5,0.5,5.36,0.0,0.3,32.16,162,54,6,1,22,3666,41.6404731873429
9213,11.45,1,0,1,31.0,0.0,0.5,0.0,0.0,0.3,31.8,132,138,12,5,7,2893,41.687783325570635
9214,7.01,1,0,2,23.5,0.0,0.5,0.0,0.0,0.3,24.3,48,244,12,5,13,2998,39.73046249061956
9215,5.79,1,0,1,23.0,0.5,0.5,4.86,0.0,0.3,29.16,113,151,5,5,23,2063,41.7296942100144
9216,9.7,1,0,2,33.5,0.0,0.5,0.0,0.0,0.3,34.3,140,49,1,5,15,3406,39.35389467159957
9217,6.89,1,0,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96,148,236,1,6,2,2858,41.884823231620956
9218,11.6,1,0,1,32.0,0.5,0.5,8.3,0.0,0.3,41.6,233,220,3,5,2,876,41.869445994817156
9219,14.73,1,0,1,42.5,0.0,0.5,9.81,5.76,0.3,58.87,138,125,10,1,12,2387,41.65947371432883
9220,5.4,1,0,1,23.5,1.0,0.5,6.3,0.0,0.3,31.6,113,239,11,3,17,1358,41.86365774214019
9221,9.4,1,0,1,30.5,0.0,0.5,6.26,0.0,0.3,37.56,138,148,6,2,12,3173,41.664261599899504
9222,8.5,1,0,1,29.5,0.0,0.5,6.05,0.0,0.3,36.35,238,88,8,2,7,2742,41.51982247335177
9223,14.0,1,0,1,44.5,0.0,0.5,7.66,5.76,0.3,58.72,51,162,3,3,10,4905,41.6685474872765
9224,10.3,1,0,1,32.5,0.0,0.5,4.99,0.0,0.3,38.29,36,56,9,0,9,3293,41.70851155237761
9225,8.99,1,0,1,30.5,0.0,0.5,7.41,5.76,0.3,44.47,138,164,11,3,12,878,41.59611801863984
9226,5.5,1,0,1,21.5,0.0,0.5,5.55,0.0,0.3,27.85,262,246,5,5,8,1798,41.57786415329923
9227,8.8,1,0,1,28.0,0.5,0.5,5.86,0.0,0.3,35.16,138,17,5,1,21,1522,41.610072754198086
9228,5.38,1,0,1,23.0,0.0,0.5,8.0,0.0,0.3,31.8,162,87,3,1,8,1234,41.56970436239662
9229,10.0,1,0,1,46.5,0.0,0.5,15.9,5.76,0.3,68.96,230,138,4,1,12,2399,41.38015832738235
9230,7.09,1,0,1,23.0,1.0,0.5,6.0,0.0,0.3,30.8,262,231,7,1,19,1139,41.6264707947813
9231,9.49,1,0,1,37.0,0.0,0.5,4.0,0.0,0.3,41.8,236,49,2,3,15,3459,41.24845622862305
9232,17.8,3,0,1,66.5,0.0,0.0,15.45,10.5,0.3,92.75,90,1,7,6,6,1808,42.14973960813714
9233,9.4,1,0,1,33.0,0.0,0.5,9.85,5.76,0.3,49.41,138,142,11,2,13,1311,41.626267084225105
9234,8.77,1,0,2,33.5,0.0,0.5,0.0,0.0,0.3,34.3,164,138,1,5,16,2514,39.26314138183661
9235,26.42,1,0,1,73.5,0.5,0.5,18.7,0.0,0.3,93.5,161,265,10,6,2,1861,42.32358149248722
9236,3.27,1,0,1,27.0,0.0,0.5,6.95,0.0,0.3,34.75,233,143,12,1,12,1729,41.31473178252347
9237,25.6,4,0,1,81.5,0.5,0.5,24.8,0.0,0.3,107.6,48,265,10,6,4,2174,40.906216974280625
9238,8.3,1,0,1,35.0,0.5,0.5,8.4,5.76,0.3,50.46,229,95,2,5,0,2812,41.5160073063424
9239,6.8,1,0,2,27.0,0.5,0.5,0.0,0.0,0.3,28.3,249,89,6,4,23,1871,39.24675069487526
9240,8.6,1,0,1,30.0,1.0,0.5,7.5,5.76,0.3,45.06,138,24,6,1,17,2183,41.61836890827824
9241,9.23,1,0,1,48.5,0.0,0.5,16.52,5.76,0.3,71.58,138,161,3,1,10,3327,41.46454079934004
9242,7.48,1,0,1,29.0,0.0,0.5,5.96,0.0,0.3,35.76,162,13,5,2,10,1391,41.484763499862154
9243,10.61,1,0,1,29.5,0.5,0.5,3.66,5.76,0.3,40.22,264,264,12,3,21,51,41.43206312005809
9244,11.2,1,0,1,33.5,0.0,0.5,6.0,5.76,0.3,46.06,138,142,3,2,11,1407,41.476567612537536
9245,7.9,1,0,1,28.5,0.0,0.5,8.79,0.0,0.3,38.09,43,181,7,5,14,1906,41.949622997983774
9246,11.7,1,0,1,37.5,0.5,0.5,8.0,5.76,0.3,52.56,138,234,12,2,21,1287,41.635477816106075
9247,9.3,1,0,1,27.0,0.5,0.5,6.81,5.76,0.3,40.87,138,224,8,3,20,2648,41.74120111198458
9248,6.05,1,0,1,22.0,0.0,0.5,5.7,0.0,0.3,28.5,231,162,3,1,12,3193,41.48090156304869
9249,5.1,1,0,1,23.0,0.0,0.5,4.28,0.0,0.3,28.08,13,163,12,1,7,2266,41.734924107754445
9250,10.05,1,0,1,30.0,0.5,0.5,6.26,0.0,0.3,37.56,13,7,5,4,22,2418,41.931740256989805
9251,5.9,1,0,1,24.5,1.0,0.5,5.25,0.0,0.3,31.55,238,107,3,1,17,62,41.44536479767046
9252,6.62,1,0,1,23.0,0.0,0.5,4.76,0.0,0.3,28.56,88,163,10,5,10,2169,41.83765922315658
9253,7.4,1,0,1,26.5,0.0,0.5,5.45,0.0,0.3,32.75,263,87,10,3,10,2373,41.507895318841406
9254,6.2,1,0,1,24.0,1.0,0.5,5.15,0.0,0.3,30.95,231,238,12,3,19,1974,41.701924064503885
9255,0.32,1,0,1,3.0,0.5,0.5,0.86,0.0,0.3,5.16,170,107,5,6,21,2380,41.723695880650666
9256,9.3,1,0,1,30.5,0.5,0.5,7.5,5.76,0.3,45.06,138,68,9,4,21,2427,41.6898625232656
9257,18.83,3,0,1,87.0,0.0,0.0,19.56,10.5,0.3,117.36,170,1,9,4,13,6887,41.80317157231259
9258,9.42,1,0,1,33.0,0.5,0.5,7.0,5.76,0.3,47.06,142,181,3,1,20,1533,41.44741342463881
9259,9.35,5,0,1,88.0,0.0,0.5,21.41,18.26,0.3,128.47,157,265,5,5,16,1575,38.39438351755206
9260,12.07,1,0,1,36.5,1.0,0.5,8.81,5.76,0.3,52.87,163,138,3,0,17,1974,41.61825971832813
9261,18.07,1,0,1,55.5,0.5,0.5,0.0,2.54,0.3,59.34,13,200,6,2,23,1396,41.364178051652125
9262,0.2,1,0,1,3.0,0.0,0.5,1.1,0.0,0.3,4.9,239,239,8,4,15,1421,41.54322745300405
9263,5.82,1,0,1,23.0,0.0,0.5,4.76,0.0,0.3,28.56,244,48,8,6,15,1192,41.530149693771676
9264,10.06,1,0,1,29.0,0.5,0.5,6.06,0.0,0.3,36.36,138,224,3,6,22,1780,41.855334160384345
9265,6.66,1,0,1,27.5,0.0,0.5,7.08,0.0,0.3,35.38,113,238,9,4,11,937,41.729640130591385
9266,6.22,1,0,1,25.0,1.0,0.5,0.0,0.0,0.3,26.8,166,68,6,4,17,3020,41.52168595225925
9267,9.95,1,0,1,34.0,1.0,0.5,4.16,5.76,0.3,45.72,138,79,11,2,18,2178,41.54409917377035
9268,9.23,1,0,1,29.0,0.5,0.5,9.02,5.76,0.3,45.08,231,165,5,1,22,2158,41.52371384950396
9269,15.88,1,0,1,46.5,0.0,0.5,2.7,0.0,0.3,50.0,132,226,3,6,19,2080,41.54197600925315
9270,10.01,1,0,1,32.5,0.5,0.5,10.14,0.0,0.3,43.94,43,182,9,5,1,1650,42.18304776647082
9271,21.95,1,0,1,58.5,0.0,0.5,0.0,5.54,0.3,64.84,132,259,5,0,8,1160,41.183117436559726
9272,9.62,1,0,2,29.5,0.5,0.5,0.0,5.76,0.3,36.56,107,257,2,4,1,2972,39.51685591576911
9273,9.41,1,0,1,32.5,1.0,0.5,8.01,5.76,0.3,48.07,170,138,1,3,16,3140,41.64499095468566
9274,9.98,1,0,1,35.0,0.0,0.5,8.31,5.76,0.3,49.87,138,234,6,1,11,2034,41.50022719441659
9275,9.92,1,0,1,41.5,1.0,0.5,0.0,0.0,0.3,43.3,140,35,7,2,17,1924,41.25997199629849
9276,5.5,1,0,1,25.5,1.0,0.5,6.0,0.0,0.3,33.3,170,80,2,4,19,1274,41.62965436452772
9277,10.5,1,0,1,37.0,0.0,0.5,10.89,5.76,0.3,54.45,138,163,11,1,9,1701,41.62840999929084
9278,5.18,1,0,1,25.0,0.0,0.5,5.16,0.0,0.3,30.96,87,161,2,1,9,2486,41.5187076911036
9279,10.14,1,0,1,31.0,0.5,0.5,7.61,5.76,0.3,45.67,186,89,11,2,22,1236,41.585993143510635
9280,7.7,1,0,1,27.0,0.5,0.5,5.65,0.0,0.3,33.95,114,41,9,2,22,2122,41.68893861661208
9281,4.32,1,0,1,24.5,1.0,0.5,5.26,0.0,0.3,31.56,186,75,11,2,18,2699,41.59884759965651
9282,8.89,1,0,1,30.0,0.5,0.5,6.26,0.0,0.3,37.56,132,192,10,2,22,1285,41.70078827496466
9283,10.48,1,0,1,38.5,0.0,0.5,7.86,0.0,0.3,47.16,48,138,6,1,8,2517,41.681853507884355
9284,14.36,1,0,2,47.5,0.5,0.5,0.0,0.0,0.3,48.8,163,93,12,4,23,2171,39.33631457848935
9285,6.2,1,0,2,24.0,0.0,0.5,0.0,0.0,0.3,24.8,170,13,12,4,10,2074,39.4242054377449
9286,9.87,1,0,1,28.5,0.0,0.5,7.01,5.76,0.3,42.07,138,162,2,6,18,1876,41.68046905085552
9287,0.07,1,0,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3,132,132,3,6,6,1564,39.67898730215222
9288,0.1,1,0,1,3.0,0.0,0.5,6.2,0.0,0.3,10.0,236,237,9,3,10,1875,41.76687117007984
9289,9.5,1,0,1,28.0,0.0,0.5,5.76,0.0,0.3,34.56,236,231,6,0,9,2102,41.51380317481191
9290,11.43,1,0,1,33.5,0.5,0.5,8.11,5.76,0.3,48.67,138,50,5,1,23,2542,41.60063480132469
9291,7.9,1,0,1,30.0,0.0,0.5,9.24,0.0,0.3,40.04,163,209,10,5,11,14,41.77721145442837
9292,11.49,1,0,1,35.0,0.0,0.5,8.31,5.76,0.3,49.87,138,43,9,5,10,2320,41.72649954514286
9293,10.78,1,0,1,31.0,0.5,0.5,6.0,5.76,0.3,44.06,138,162,9,3,22,2263,41.668630882435835
9294,6.7,1,0,1,21.5,0.5,0.5,4.55,0.0,0.3,27.35,87,263,6,1,23,2651,41.74403415033886
9295,19.8,1,0,1,54.0,0.0,0.5,9.08,5.76,0.3,69.64,139,75,10,5,8,59,41.71222603750305
9296,7.8,1,0,1,26.0,0.5,0.5,6.8,0.0,0.3,34.1,138,233,7,6,22,2711,41.90347724959895
9297,12.48,1,0,1,38.5,0.0,0.5,9.01,5.76,0.3,54.07,230,138,6,5,16,2995,41.57363930088693
9298,16.17,1,0,1,45.0,0.0,0.5,10.31,5.76,0.3,61.87,13,129,3,3,14,1828,41.84002852167615
9299,8.4,1,0,1,32.5,0.0,0.5,11.7,5.76,0.3,50.76,138,162,2,0,8,1281,41.526473451292546
9300,11.95,1,0,1,37.5,0.0,0.5,7.66,0.0,0.3,45.96,170,227,4,2,8,2116,41.63443991425435
9301,6.23,1,0,1,22.5,0.0,0.5,6.99,0.0,0.3,30.29,170,255,7,5,12,2680,41.801420350792
9302,10.19,1,0,1,35.5,0.0,0.5,12.62,5.76,0.3,54.68,138,68,3,3,14,1196,41.654336723461626
9303,6.8,1,0,1,22.5,0.5,0.5,5.95,0.0,0.3,29.75,114,75,3,6,1,2954,41.96502498248399
9304,3.0,1,0,1,25.0,0.0,0.5,7.7,0.0,0.3,33.5,137,142,12,1,10,2144,41.52918323248272
9305,5.62,1,0,1,21.5,0.0,0.5,3.34,0.0,0.3,25.64,140,211,11,1,14,1677,41.541058555356244
9306,15.24,1,0,1,43.5,0.0,0.5,10.01,5.76,0.3,60.07,138,87,5,2,10,1617,41.63786446328047
9307,16.47,1,0,1,48.0,0.0,0.5,0.0,5.76,0.3,54.56,79,63,12,5,12,1499,41.410239270628026
9308,19.2,3,0,1,79.0,1.0,0.0,19.92,19.28,0.3,119.5,230,1,9,2,16,965,41.702098425046685
9309,10.81,1,0,1,40.5,0.0,0.5,9.41,5.76,0.3,56.47,138,244,3,1,8,2995,41.46333994920465
9310,13.48,1,0,1,39.0,0.0,0.5,13.67,5.76,0.3,59.23,138,211,8,2,12,29,41.817105800796995
9311,5.6,1,0,1,25.5,1.0,0.5,5.45,0.0,0.3,32.75,236,144,3,2,19,1565,41.48283830638118
9312,15.03,1,0,1,58.0,0.0,0.5,0.0,5.76,0.3,64.56,138,75,7,1,8,1330,40.833879233057864
9313,9.15,1,0,1,27.5,0.5,0.5,5.76,0.0,0.3,34.56,186,244,10,3,0,1824,41.84342234774394
9314,11.72,1,0,1,35.0,0.0,0.5,8.27,5.54,0.3,49.61,163,138,7,4,6,2078,41.68446523691287
9315,9.0,1,0,1,30.5,0.0,0.5,7.4,5.76,0.3,44.46,162,138,4,1,13,1254,41.420570418402065
9316,5.45,1,0,1,26.0,0.0,0.5,5.36,0.0,0.3,32.16,142,231,6,5,18,1514,41.571940294766414
9317,7.3,1,0,1,26.5,0.5,0.5,6.95,0.0,0.3,34.75,88,237,11,2,20,4298,41.88764643162598
9318,4.8,1,0,1,21.5,0.5,0.5,4.55,0.0,0.3,27.35,230,232,10,3,20,2701,41.56957407621294
9319,6.2,1,0,1,25.5,1.0,0.5,5.46,0.0,0.3,32.76,231,236,2,0,19,1360,41.455314552469396
9320,8.1,1,0,1,30.0,0.0,0.5,6.16,0.0,0.3,36.96,138,161,8,3,7,1630,41.64830220559266
9321,8.2,1,0,1,29.5,0.5,0.5,7.7,0.0,0.3,38.5,144,264,12,2,20,1859,41.77790430372218
9322,3.8,1,0,1,22.0,0.0,0.5,4.55,0.0,0.3,27.35,236,234,12,0,12,2121,41.352381910189095
9323,10.0,4,0,1,40.5,0.0,0.5,6.19,0.0,0.3,47.49,215,86,11,5,16,6089,39.95261043720373
9324,7.58,1,0,1,23.5,0.5,0.5,6.11,5.76,0.3,36.67,162,196,3,0,22,887,41.46093464564009
9325,11.7,1,0,1,39.5,0.5,0.5,8.15,0.0,0.3,48.95,132,49,6,6,22,1249,41.76765065255927
9326,8.3,1,0,2,24.5,0.5,0.5,0.0,0.0,0.3,25.8,48,243,10,1,5,1146,39.69497347047521
9327,12.0,1,0,1,38.5,0.0,0.5,7.0,0.0,0.3,46.3,138,25,4,3,14,2483,41.60401592601532
9328,9.2,1,0,1,27.5,1.0,0.5,8.75,5.76,0.3,43.81,138,238,3,1,19,2126,41.76380920811343
9329,6.1,1,0,1,21.5,0.5,0.5,4.55,0.0,0.3,27.35,79,41,3,1,21,2203,41.64793488569173
9330,7.12,1,0,1,24.0,1.0,0.5,6.31,5.76,0.3,37.87,138,74,9,4,18,1611,41.76276376695073
9331,16.5,1,0,1,50.0,0.0,0.5,10.15,0.0,0.3,60.95,132,256,7,6,18,2610,41.868611688202094
9332,14.74,1,0,1,44.0,1.0,0.5,10.31,5.76,0.3,61.87,13,138,1,0,16,1472,41.81554232343141
9333,11.6,1,0,1,35.0,0.0,0.5,7.15,0.0,0.3,42.95,230,135,3,6,7,1438,41.674555539631115
9334,16.31,1,0,1,48.0,0.0,0.5,10.91,5.76,0.3,65.47,138,13,9,3,11,1475,41.67720312729679
9335,5.9,1,0,1,22.0,1.0,0.5,4.75,0.0,0.3,28.55,230,88,1,3,17,905,41.56087259675401
9336,8.84,1,0,1,27.0,0.5,0.5,10.22,5.76,0.3,44.28,264,264,9,6,22,1299,41.77239963795901
9337,3.4,1,0,1,25.5,0.0,0.5,5.25,0.0,0.3,31.55,186,141,11,3,9,1384,41.41487920475545
9338,10.76,1,0,1,35.0,0.0,0.5,8.31,5.76,0.3,49.87,113,138,6,0,12,2154,41.52090939223599
9339,5.67,1,0,1,24.5,0.5,0.5,5.16,0.0,0.3,30.96,137,151,11,3,19,2485,41.688451816483095
9340,11.4,1,0,1,34.5,0.5,0.5,8.95,0.0,0.3,44.75,87,243,10,0,0,1979,41.96005670409858
9341,5.5,1,0,1,22.0,0.5,0.5,4.65,0.0,0.3,27.95,164,41,5,5,23,2631,41.65318164837553
9342,5.5,1,0,1,23.5,0.0,0.5,4.86,0.0,0.3,29.16,239,144,5,4,13,2055,41.45865232997992
9343,7.0,1,0,1,23.0,0.5,0.5,4.85,0.0,0.3,29.15,236,243,9,0,22,1673,41.51016432170228
9344,8.1,1,0,1,26.5,1.0,0.5,7.05,0.0,0.3,35.35,132,95,10,2,16,1622,41.879676201220704
9345,5.89,1,0,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96,68,7,10,3,0,1642,41.865925799792876
9346,13.3,1,0,1,38.5,0.5,0.5,7.95,0.0,0.3,47.75,100,183,4,2,23,1312,41.77570343408625
9347,11.72,1,0,1,43.0,0.0,0.5,8.76,0.0,0.3,52.56,113,138,4,3,11,2404,41.62037174453428
9348,4.1,1,0,1,21.5,0.0,0.5,4.45,0.0,0.3,26.75,234,43,7,2,10,1425,41.353521863127355
9349,11.36,1,0,2,32.5,0.5,0.5,0.0,0.0,0.3,33.8,232,169,6,6,23,1411,39.45421505552841
9350,7.6,1,0,2,26.0,0.0,0.5,0.0,0.0,0.3,26.8,43,88,12,5,13,2961,39.676895701739305
9351,6.48,1,0,1,24.0,0.5,0.5,5.06,0.0,0.3,30.36,238,79,2,5,21,2534,41.55770754395087
9352,14.72,1,0,1,43.0,0.5,0.5,8.86,0.0,0.3,53.16,132,189,11,1,0,2678,41.91658909376699
9353,3.67,1,0,1,23.0,0.0,0.5,4.76,0.0,0.3,28.56,166,237,9,0,8,2293,41.416178374392814
9354,19.78,1,0,1,59.0,1.0,0.5,12.16,0.0,0.3,72.96,132,14,7,4,19,1577,41.93375556262589
9355,10.65,1,0,1,37.5,0.0,0.5,11.02,5.76,0.3,55.08,170,138,9,2,14,1886,41.57634562458027
9356,1.0,1,0,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,90,90,2,5,20,1281,39.73196009395202
9357,7.2,1,0,2,28.0,0.5,0.5,0.0,0.0,0.3,29.3,211,226,3,6,19,1257,39.363979718713495
9358,20.49,1,0,1,54.0,0.5,0.5,11.06,0.0,0.3,66.36,132,52,5,3,20,3422,41.95352826292047
9359,9.0,1,0,1,32.5,1.0,0.5,8.0,5.76,0.3,48.06,264,138,8,3,16,1380,41.52811235510583
9360,5.08,1,0,1,22.5,0.0,0.5,4.66,0.0,0.3,27.96,236,234,1,1,9,1781,41.34015772620572
9361,12.0,1,0,1,37.0,0.0,0.5,7.55,0.0,0.3,45.35,68,74,10,0,11,1706,41.72234562732062
9362,7.46,1,0,1,22.0,0.5,0.5,0.0,0.0,0.3,23.3,138,255,4,1,22,1431,41.46586765469754
9363,10.5,1,0,1,29.0,0.5,0.5,7.2,5.76,0.3,43.26,170,92,3,6,20,2272,41.74823278886153
9364,10.3,1,0,1,34.0,0.5,0.5,12.3,5.76,0.3,53.36,138,90,9,4,20,2181,41.8638469854521
9365,8.6,1,0,1,26.0,0.0,0.5,3.75,5.76,0.3,36.31,138,238,4,5,13,1301,41.54668728029452
9366,7.9,1,0,1,25.5,1.0,0.5,6.0,5.76,0.3,39.06,138,137,6,0,16,2913,41.636299145703674
9367,9.38,1,0,1,38.0,0.0,0.5,7.76,0.0,0.3,46.56,138,48,2,6,13,1658,41.58066143807872
9368,7.48,1,0,1,26.5,1.0,0.5,4.0,0.0,0.3,32.3,148,238,3,0,19,1178,41.55637481674418
9369,8.4,1,0,1,25.0,0.5,0.5,6.7,0.0,0.3,33.0,79,152,6,6,4,1553,42.06803306491041
9370,4.87,1,0,1,24.0,1.0,0.5,7.74,0.0,0.3,33.54,230,260,2,2,17,2862,41.63640398688952
9371,5.6,1,0,1,25.0,0.0,0.5,3.87,0.0,0.3,29.67,261,170,6,4,15,1510,41.34904794021614
9372,10.85,1,0,1,43.5,0.0,0.5,8.86,0.0,0.3,53.16,138,211,5,3,12,2219,41.54713900871961
9373,8.19,1,0,1,27.5,0.0,0.5,5.66,0.0,0.3,33.96,138,162,4,2,13,2500,41.60900414046932
9374,16.2,1,0,1,55.0,0.0,0.5,11.15,0.0,0.3,66.95,138,26,2,3,15,1127,41.543549266464595
9375,10.37,1,0,1,33.5,0.0,0.5,8.01,5.76,0.3,48.07,138,43,3,3,13,2293,41.54362919825866
9376,8.3,1,0,1,28.5,0.5,0.5,7.45,0.0,0.3,37.25,162,95,1,3,20,1298,41.64794360824156
9377,6.76,1,0,1,23.5,0.0,0.5,2.43,0.0,0.3,26.73,151,107,10,1,6,3199,41.54273840160268
9378,6.14,1,0,1,26.5,1.0,0.5,4.24,0.0,0.3,32.54,244,262,10,1,16,3817,41.55238968367041
9379,8.64,1,0,1,30.0,1.0,0.5,7.95,0.0,0.3,39.75,138,17,8,3,16,1898,41.858082610636025
9380,20.3,1,0,1,58.0,0.5,0.5,11.86,0.0,0.3,71.16,264,49,10,3,0,1966,41.81341384020341
9381,9.22,5,0,1,45.0,0.0,0.0,11.16,10.5,0.3,66.96,144,265,10,5,3,1752,40.96534236692541
9382,9.82,1,0,1,33.0,0.0,0.5,4.44,5.76,0.3,44.0,264,264,5,2,9,1843,41.24253541806418
9383,8.0,1,0,1,35.5,0.0,0.5,8.4,5.76,0.3,50.46,138,170,9,2,12,1278,41.416633348609786
9384,8.3,1,0,3,25.0,0.5,0.5,0.0,0.0,0.3,26.3,163,243,10,6,1,1314,37.71423319600744
9385,4.6,1,0,1,21.5,0.0,0.5,3.35,0.0,0.3,25.65,231,231,7,4,8,1058,41.44431647509812
9386,19.66,1,0,1,66.0,1.0,0.5,0.0,5.76,0.3,73.56,91,213,12,1,17,1056,41.14848953566687
9387,6.7,1,0,1,22.0,0.5,0.5,4.66,0.0,0.3,27.96,234,225,1,0,0,1615,41.52911086624313
9388,5.17,1,0,1,23.0,0.0,0.5,4.76,0.0,0.3,28.56,170,7,5,4,10,1964,41.52777832477772
9389,8.42,1,0,1,25.0,0.0,0.5,5.16,0.0,0.3,30.96,88,75,3,0,7,1287,41.632902312025664
9390,10.73,1,0,1,35.5,1.0,0.5,8.61,5.76,0.3,51.67,161,138,10,2,16,2116,41.71523061052182
